"","year","month","day","hour","P1.Sex","P2.Sex","Day.of.Week","Manner.of.Collision","First.Harmful.Event.Location","First.Harmful.Event","Ambient.Light","Weather.Condition.1","Weather.Condition.2","Traffic.Control.Device.Type","Traffic.Control.Device.Functionality","Road.Surface.Condition","Roadway.Junction.Type","Trafficway.Description","Street.or.Intersection","Intersection.Direction.1","Intersection.Direction.2","Street.Direction","v1.State.Code","V1.Hit.and.Run","V1.Action.Prior.to.Crash","V1.Occupant.Count","V1.Most.Damaged.Area","V1.Travel.Direction","V2.State.Code","V2.Hit.and.Run","V2.Action.Prior.to.Crash","V2.Occupant.Count","V2.Most.Damaged.Area","V2.Travel.Direction","P1.Role","P1.Drivers.Lic.State","P1.Drivers.Lic.Class.1","P1.Veh.Owner","P2.Drivers.Lic.State","P2.Drivers.Lic.Class.1","P2.Veh.Owner","First.Harmful.Event.LocationNA","First.Harmful.EventNA","Weather.Condition.2NA","Traffic.Control.Device.TypeNA","Traffic.Control.Device.FunctionalityNA","Trafficway.DescriptionNA","Intersection.Direction.1NA","Intersection.Direction.2NA","Street.DirectionNA","P1.Drivers.Lic.StateNA","P1.Drivers.Lic.Class.1NA","P2.Drivers.Lic.StateNA","P2.Drivers.Lic.Class.1NA"
"39",2015,10,31,15,"MALE","FEMALE","Saturday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","STOP SIGNS","YES","DRY","T-INTERSECTION","ONE-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","SOUTHBOUND","EASTBOUND",1,0,"TURNING LEFT","1","CENTER FRONT",1,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,0,0,1,0,1,0,1
"40",2015,5,26,22,"MALE","FEMALE","Tuesday","UNKNOWN","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","INTERSECTION","SOUTHBOUND","WESTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT SIDE",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",0,0,1,1,0,0,0,0,0,1,0,1,0,1
"41",2015,1,5,18,"MALE","FEMALE","Monday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DUSK","CLEAR","CLEAR","STOP SIGNS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","EASTBOUND","EASTBOUND",1,0,"TURNING RIGHT","1","LEFT FRONT",0,1,0,"TURNING LEFT","1","LEFT SIDE",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,1,"D, CLASS D VEHICLES",0,1,0,1,0,0,0,0,0,1,0,1,0,0
"42",2016,4,14,14,"MALE","MALE","Thursday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"TURNING LEFT","1","LEFT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,1,0,0,0,1
"43",2016,1,29,19,"MALE","MALE","Friday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","RAIN","CLEAR","TRAFFIC CONTROL SIGNAL","YES","WET","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","CENTER FRONT",1,1,0,"SLOWING OR STOPPED IN TRAFFIC","1","REAR CENTER",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,1,0,1
"44",2015,4,3,9,"FEMALE","MALE","Friday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLOUDY","CLEAR","STOP SIGNS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","EASTBOUND","EASTBOUND",1,0,"TURNING LEFT","1","LEFT SIDE",0,1,0,"TURNING LEFT","1","LEFT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,0,0,1,0,1,1,1
"45",2015,6,23,13,"MALE","FEMALE","Tuesday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","CENTER FRONT",0,1,0,"BACKING","1","OTHER",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,0,0,1,0,1,1,0,0,0,0,0
"46",2015,2,27,20,"FEMALE","FEMALE","Friday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","INTERSECTION","SOUTHBOUND","EASTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,0,"TURNING LEFT","1","RIGHT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,0,0,1,0,0,0,0
"47",2015,2,10,14,"FEMALE","MALE","Tuesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLOUDY","OTHER","STOP SIGNS","NO","SNOW","FOUR WAY INTERSECTION","ONE-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","EASTBOUND","EASTBOUND",1,0,"ENTERING TRAFFIC LANE","2","LEFT FRONT",0,0,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"48",2015,11,16,1,"MALE","MALE","Monday","HEAD ON","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","EASTBOUND","EASTBOUND",0,0,"TRAVELING STRAIGHT AHEAD","more_than2","LEFT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,"OPERATOR/DRIVER",0,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,1,0,1
"49",2015,9,2,12,"MALE","MALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","EASTBOUND","EASTBOUND",1,0,"OTHER","1","OTHER",0,1,0,"TRAVELING STRAIGHT AHEAD","more_than2","RIGHT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,"UNKNOWN",0,0,0,0,0,1,0,0,0,1,0,0,0,0
"50",2015,4,11,21,"MALE","MALE","Saturday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","NORTHBOUND","NORTHBOUND","NORTHBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,0,0,"PARKED","2","RIGHT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,"D, CLASS D VEHICLES",0,0,0,0,0,1,0,0,1,0,0,0,0,1
"51",2015,11,18,13,"MALE","MALE","Wednesday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT REAR",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,1,"D, CLASS D VEHICLES",0,0,0,0,0,1,0,1,1,0,0,0,0,0
"52",2015,1,15,15,"MALE","MALE","Thursday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","SNOW","CLOUDY","TRAFFIC CONTROL SIGNAL","YES","OTHER","OTHER","TWO-WAY, NOT DIVIDED","INTERSECTION","WESTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","2","REAR CENTER",0,1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,1,1,0,0,0,0,0,1,1,0,1,0,1
"53",2015,12,18,15,"FEMALE","MALE","Friday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","RAIN","CLEAR","TRAFFIC CONTROL SIGNAL","YES","WET","NOT AT INTERSECTION","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","LEFT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,1,1,0,0,0,1,1,0,0,0,0,0
"54",2015,2,19,17,"FEMALE","MALE","Thursday","SIDESWIPE, OPPOSITE DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DUSK","SNOW","OTHER","NO CONTROLS","YES","SNOW","Y-INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,1,"TRAVELING STRAIGHT AHEAD","1","LEFT SIDE",0,1,1,"TRAVELING STRAIGHT AHEAD","1","OTHER",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,1,1,0,0,0,0,0
"55",2015,12,30,2,"MALE","MALE","Wednesday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLOUDY","CLEAR","TRAFFIC CONTROL SIGNAL","YES","WET","T-INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"PARKED","1","LEFT REAR",1,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,1,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,1,1,0,0,1,0,0
"56",2015,3,18,7,"FEMALE","FEMALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","STOP SIGNS","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","EASTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,1,0,1
"57",2016,2,14,16,"MALE","MALE","Sunday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","Y-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","EASTBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","LEFT REAR",0,1,0,"OTHER","1","RIGHT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,1,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"58",2015,7,12,19,"MALE","MALE","Sunday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"OTHER","1","RIGHT FRONT",1,0,0,"TRAVELING STRAIGHT AHEAD","1","LEFT SIDE",1,"OPERATOR/DRIVER",1,"UNKNOWN",1,1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,1,1,1,0,0,0,1
"59",2015,8,8,23,"MALE","MALE","Saturday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","SOUTHBOUND",1,0,"MAKING U-TURN","1","LEFT SIDE",0,1,0,"TRAVELING STRAIGHT AHEAD","more_than2","RIGHT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,0
"60",2015,2,11,15,"MALE","FEMALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLOUDY","CLOUDY","TRAFFIC CONTROL SIGNAL","YES","WET","T-INTERSECTION","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","INTERSECTION","EASTBOUND","EASTBOUND","EASTBOUND",1,0,"TURNING LEFT","1","RIGHT FRONT",0,1,0,"MAKING U-TURN","1","LEFT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,0,0,1,0,0,0,0
"61",2015,2,16,9,"FEMALE","FEMALE","Monday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","SNOW","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","EASTBOUND","EASTBOUND",0,0,"TRAVELING STRAIGHT AHEAD","2","RIGHT FRONT",1,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",1,"OPERATOR/DRIVER",0,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,1,1,1,1,1,1,0,0,1,0,0,0,0
"62",2015,1,28,17,"MALE","MALE","Wednesday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","UNKNOWN","CLEAR","NO CONTROLS","YES","WET","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,1,"TRAVELING STRAIGHT AHEAD","1","RIGHT REAR",1,1,0,"OTHER","1","OTHER",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,1,1,1,1,1,1,1,0,0,1,0,1
"63",2015,6,21,2,"MALE","MALE","Sunday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","RAIN","CLEAR","TRAFFIC CONTROL SIGNAL","YES","WET","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,0,0,0
"64",2016,4,7,21,"MALE","FEMALE","Thursday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","RAIN","RAIN","OTHER","YES","WET","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"MAKING U-TURN","1","LEFT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,0,0,1,0,1,1,0,0,0,0,0
"65",2016,4,19,20,"MALE","MALE","Tuesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","SOUTHBOUND",0,0,"BACKING","1","LEFT REAR",0,1,0,"MAKING U-TURN","1","LEFT FRONT",0,"OPERATOR/DRIVER",0,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,1
"66",2016,3,16,20,"MALE","MALE","Wednesday","HEAD ON","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DUSK","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",1,1,0,"SLOWING OR STOPPED IN TRAFFIC","1","REAR CENTER",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,1,0,0,0,1
"67",2015,10,26,1,"FEMALE","MALE","Monday","HEAD ON","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","STOP SIGNS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",1,1,0,"TRAVELING STRAIGHT AHEAD","2","RIGHT REAR",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,1,0,1,0,1,1,1,1,1,0,0,0,1
"68",2015,5,19,16,"FEMALE","FEMALE","Tuesday","SIDESWIPE, OPPOSITE DIRECTION","UNKNOWN","COLLISION WITH PARKED MOTOR VEHICLE","DAYLIGHT","UNKNOWN","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","UNKNOWN","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,1,"PARKED","0","RIGHT FRONT",1,1,1,"BACKING","1","RIGHT FRONT",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,1,1,0,1
"69",2015,11,11,17,"FEMALE","MALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLOUDY","CLOUDY","STOP SIGNS","NO","WET","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","WESTBOUND","NORTHBOUND","EASTBOUND",1,0,"TURNING RIGHT","1","LEFT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT REAR",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,1,1,0,0,0,0,0,0,1,0,1,0,1
"70",2015,11,30,17,"MALE","MALE","Monday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","STOP SIGNS","NO","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","2","LEFT REAR",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,1,0,0,0,0,0,0,0,1,0,1,0,1
"71",2016,5,28,2,"MALE","MALE","Saturday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","EASTBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","CENTER FRONT",1,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT SIDE",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",0,1,1,0,0,0,1,0,0,1,1,0,0,0
"72",2015,3,13,20,"MALE","FEMALE","Friday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,0,0,"SLOWING OR STOPPED IN TRAFFIC","1","CENTER FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,"D, CLASS D VEHICLES",0,0,0,1,0,1,0,1,1,0,0,0,0,0
"73",2015,2,23,7,"MALE","MALE","Monday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","SNOW","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"PARKED","0","LEFT FRONT",1,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,0
"74",2015,12,9,3,"MALE","FEMALE","Wednesday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",0,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"PARKED","0","LEFT REAR",1,"OPERATOR/DRIVER",0,"D, CLASS D VEHICLES",0,1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,1,0,0
"75",2016,1,2,15,"MALE","MALE","Saturday","HEAD ON","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",0,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","2","CENTER FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,1,0,0,0,0
"76",2015,9,18,8,"FEMALE","MALE","Friday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","STOP SIGNS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","WESTBOUND","NORTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","REAR CENTER",0,1,0,"TRAVELING STRAIGHT AHEAD","2","CENTER FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,0,0,1,0,0,0,0
"77",2015,4,10,12,"FEMALE","MALE","Friday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLOUDY","RAIN","NO CONTROLS","YES","WET","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","SOUTHBOUND","EASTBOUND",1,0,"TURNING LEFT","1","RIGHT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","more_than2","LEFT FRONT",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,1,"D, CLASS D VEHICLES",1,0,0,0,0,1,0,0,0,1,0,0,0,0
"78",2015,7,12,20,"FEMALE","MALE","Sunday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"ENTERING TRAFFIC LANE","1","LEFT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,"OPERATOR/DRIVER",0,"OTHER",1,1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,1,0,0,0,0
